group,code,description,price_1,price_2,price_3
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-FILO-SOLAR,XPRESS Screening - SOLAR POWER KIT for FILO 400 sliding gate motor ** refer www.easygate.com.au for technical assistance/manuals,758.16,671.54,
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-FILO-WKP,XPRESS Screening - WIRELESS KEYPAD for FILO 400 sliding gate motor ** refer www.easygate.com.au for technical assistance/manuals,199.32,181.38,
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-GUIDE,XPRESS Screening - Sliding Gate self-adjusting SLIDE GUIDE Includes black nylon block and black aluminium channel,38.69,35.06,
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-MXTN-KIT-B,"XPRESS Screening - Sliding Gate BOTTOM RAIL EXTENSION - 400mm long - BLACK SATIN (GN150A) Includes 1 x end plate, 1 x mid-plate, 1 x threaded fixing block, 1 x install tool & fixings",153.55,130.51,
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-MXTN-KIT-BS,"XPRESS Screening - BOTTOM RAIL EXTENSION - 400mm long - BASALT (GP108A) Includes 1 x end plate, 1 x mid-plate, 1 x threaded fixing block, 1 x install tool & fixings",153.55,130.51,
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-MXTN-KIT-D,"XPRESS Screening - BOTTOM RAIL EXTENSION - 400mm long - DUNE (GP152A) Includes 1 x end plate, 1 x mid-plate, 1 x threaded fixing block, 1 x install tool & fixings",153.55,130.51,
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-MXTN-KIT-G,"XPRESS Screening - BOTTOM RAIL EXTENSION - 400mm long - WOODLAND GREY MATT (GL205A) Includes 1 x end plate, 1 x mid-plate, 1 x threaded fixing block, 1 x install tool & fixings",153.55,130.51,
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-MXTN-KIT-M,"XPRESS Screening - BOTTOM RAIL EXTENSION - 400mm long - MILL Includes 1 x end plate, 1 x mid-plate, 1 x threaded fixing block, 1 x install tool & fixings",130.94,111.3,
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-MXTN-KIT-MN,"XPRESS Screening - BOTTOM RAIL EXTENSION - 400mm long - MONUMENT MATT (GL229A) Includes 1 x end plate, 1 x mid-plate, 1 x threaded fixing block, 1 x install tool & fixings",153.55,130.51,
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-MXTN-KIT-P,"XPRESS Screening - BOTTOM RAIL EXTENSION - 400mm long - PRIMROSE (GD037A) Includes 1 x end plate, 1 x mid-plate, 1 x threaded fixing block, 1 x install tool & fixings",153.55,130.51,
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-MXTN-KIT-PB,"XPRESS Screening - BOTTOM RAIL EXTENSION - 400mm long - PAPERBARK (GU114A) Includes 1 x end plate, 1 x mid-plate, 1 x threaded fixing block, 1 x install tool & fixings",153.55,130.51,
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-MXTN-KIT-S,"XPRESS Screening - BOTTOM RAIL EXTENSION - 400mm long - PALLADIUM SILVER PEARL (GY184C) Includes 1 x end plate, 1 x mid-plate, 1 x threaded fixing block, 1 x install tool & fixings",153.55,130.51,
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-MXTN-KIT-SM,"XPRESS Screening - BOTTOM RAIL EXTENSION - 400mm long - SURFMIST MATT (GA236A) Includes 1 x end plate, 1 x mid-plate, 1 x threaded fixing block, 1 x install tool & fixings",153.55,130.51,
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-MXTN-KIT-W,"XPRESS Screening - BOTTOM RAIL EXTENSION - 400mm long - PEARL WHITE GLOSS (GA078A) Includes 1 x end plate, 1 x mid-plate, 1 x threaded fixing block, 1 x install tool & fixings",153.55,130.51,
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-STOP,XPRESS Screening - Sliding Gate BOLT DOWN STOP zinc plated with nylon bumper,18.2,15.64,
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-TOPROLL-2PK,XPRESS Screening - Sliding Gate Nylon ROLLER x 2 Includes 1 x left and 1 x right zinc plated steel mounting bracket with rollers (fixings not included),37.96,34.15,
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-WHEEL,XPRESS Screening - Sliding Gate WHEEL - 80mm diameter with 20mm diameter groove - Italian Made (use with 1 x XPSG-WHEEL-CS clamping set to fix to sliding gate bottom rail),21.53,19.38,
SCREENING- GATE EXTRUSIONS & ACCESSORIES,XPSG-WHEEL-CS,XPRESS Screening - Sliding Gate Wheel CLAMPING SET - Aluminium M8 threaded block with zinc plated screw - 2 PACK (used for clamping 1 x XPSG-WHEEL to sliding gate bottom rail),6,5.4,
SCREENING- GATE EXTRUSIONS & ACCESSORIES,ZLM-FRAME-HSSG,QSG HORIZONTAL SLAT SLIDING GATE PERIMETER FRAME - per lineal meter charge for cut to size,,,
SCREENING- GATE EXTRUSIONS & ACCESSORIES,ZLM-FRAME-VSSG,QSG VERTICAL SLAT SLIDING GATE PERIMETER FRAME - per lineal meter charge for cut to size,,,
SCREENING - LIFESTYLE & KITS,PRODUCT CODE,DESCRIPTION,UNIT PRICE,,
SCREENING - LIFESTYLE & KITS,LT-2400-S65-3PK-W,Lifestyle Slat - 65x16mm - 2400mm long - 3 PACK - PEARL WHITE GLOSS (GA078A),43.15,38.83,
SCREENING - LIFESTYLE & KITS,LT-2400-S65-3PK-WN,Lifestyle Slat - 65x16mm - 2400mm long - 3 PACK - WILDERNESS (GS189A),43.15,38.83,
SCREENING - LIFESTYLE & KITS,LT2-SF-0250-B,Lifestyle Screen Topper - 250mmH Side frame Pair - 12.5mm spacing - BLACK SATIN,18.75,17.43,15.94
SCREENING - LIFESTYLE & KITS,LT2-SF-0250-G,Lifestyle Screen Topper - 250mmH Side frame Pair - 12.5mm spacing - WOODLAND GREY MATT,18.75,17.43,15.94
SCREENING - LIFESTYLE & KITS,LT2-SF-0250-MN,Lifestyle Screen Topper - 250mmH Side frame Pair - 12.5mm spacing - MONUMENT MATT,18.75,17.43,15.94
SCREENING - LIFESTYLE & KITS,LT2-SF-0250-P,Lifestyle Screen Topper - 250mmH Side frame Pair - 12.5mm spacing - PRIMROSE,18.75,17.43,15.94
SCREENING - LIFESTYLE & KITS,LT2-SF-0250-PB,Lifestyle Screen Topper - 250mmH Side frame Pair - 12.5mm spacing - PAPERBARK,18.75,17.43,15.94
SCREENING - LIFESTYLE & KITS,LT2-SF-0250-R,Lifestyle Screen Topper - 250mmH Side frame Pair - 12.5mm spacing - RIVERSAND,18.75,17.43,15.94
SCREENING - LIFESTYLE & KITS,LT2-SF-0250-SM,Lifestyle Screen Topper - 250mmH Side frame Pair - 12.5mm spacing - SURFMIST MATT,18.75,17.43,15.94
SCREENING - LIFESTYLE & KITS,LT2-SF-0250-WN,Lifestyle Screen Topper - 250mmH Side frame Pair - 12.5mm spacing - WILDERNESS,18.03,16.76,15.33
SCREENING - LIFESTYLE & KITS,QFG-1100-1800,QuickFrame - GATE TALL NARROW - 1100mm W x 1800mm H -Includes pre-welded hinges (Cross brace not included or required for this size),85.8,79.35,
SCREENING - LIFESTYLE & KITS,QFG-1800-1200,QuickFrame - GATE SHORT WIDE - 1800mm W x 1200mm H -Includes pre-welded hinges,85.8,79.35,
SCREENING - LIFESTYLE & KITS,QFG-1800-1800,QuickFrame - GATE TALL WIDE - 1800mm W x 1800mm H -Includes pre-welded hinges,85.8,79.35,
SCREENING - LIFESTYLE & KITS,QFP-2500-1800,QuickFrame - PANEL TALL WIDE - 2500mm W x 1800mm H,79.2,73.23,
SCREENING - LIFESTYLE & KITS,QS-GATE-B,QUICKSCREEN - PEDESTRIAN GATE - 1000mm W x 1800mm H - Complete Kit In a Box - SATIN BLACK (65x16.5mm slat with 9mm spacing),272.56,,
SCREENING - LIFESTYLE & KITS,QS-GATE-G,QUICKSCREEN - PEDESTRIAN GATE - 1000mm W x 1800mm H - Complete Kit In a Box - WOODLAND GREY (65x16.5mm slat with 9mm spacing),272.56,,
SCREENING - LIFESTYLE & KITS,QS-GATE-MN,QUICKSCREEN - PEDESTRIAN GATE - 1000mm W x 1800mm H - Complete Kit In a Box - MONUMENT (65x16.5mm slat with 9mm spacing),272.56,,
SCREENING - LIFESTYLE & KITS,QS-GATE-W,QUICKSCREEN - PEDESTRIAN GATE - 1000mm W x 1800mm H - Complete Kit In a Box - PEARL WHITE GLOSS (65x16.5mm slat with 9mm spacing),272.56,,
SCREENING - LIFESTYLE & KITS,QSP2-2400-1200-MN,QUICKSCREEN PLUS KIT V2 - 2400mm W x 1200mm H - Complete Aluminium Slat Kit In a Box - MONUMENT MATT (Patented System),277.88,,
SCREENING - LIFESTYLE & KITS,QSP2-2400-1200-W,QUICKSCREEN PLUS KIT V2 - 2400mm W x 1200mm H - Complete Aluminium Slat Kit In a Box - PEARL WHITE GLOSS (Patented System),277.88,,
SCREENING - LIFESTYLE & KITS,QSP2-2400-1800-B,QUICKSCREEN PLUS KIT V2 - 2400mm W x 1800mm H - Complete Aluminium Slat Kit In a Box - SATIN BLACK (Patented System),397.54,,
SCREENING - LIFESTYLE & KITS,QSP2-2400-1800-G,QUICKSCREEN PLUS KIT V2 - 2400mm W x 1800mm H - Complete Aluminium Slat Kit In a Box - WOODLAND GREY MATT (Patented System),397.54,,
SCREENING - LIFESTYLE & KITS,QSP2-2400-1800-MN,QUICKSCREEN PLUS KIT V2 - 2400mm W x 1800mm H - Complete Aluminium Slat Kit In a Box - MONUMENT MATT (Patented System),397.54,,
SCREENING - LIFESTYLE & KITS,QSP2-2400-1800-W,QUICKSCREEN PLUS KIT V2 - 2400mm W x 1800mm H - Complete Aluminium Slat Kit In a Box - PEARL WHITE GLOSS (Patented System),397.54,,
SCREENING - LIFESTYLE & KITS,XP-1800-FP-MN,XPRESS Screening - 50 x 50mm FULL POST - 1800mm long - MONUMENT (with 4 x screw flutes; includes aluminium flat top cap),26,,
SCREENING - LIFESTYLE & KITS,XP-1800-FP-W,XPRESS Screening - 50 x 50mm FULL POST - 1800mm long - PEARL WHITE                                                             (with 4 x screw flutes; includes aluminium flat top cap),26,,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,PRODUCT CODE,DESCRIPTION,UNIT PRICE,,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,ANG-4800-50X50-B,Aluminium ANGLE  - 50x50x3mm - 4800mm long - BLACK SATIN (GN150A),40.69,39.06,37.03
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,ANG-4800-50X50-M,Aluminium ANGLE  - 50x50x3mm - 4800mm long - MILL,32.98,31.66,30.34
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,ANG-4800-50X50-MN,Aluminium ANGLE  - 50x50x3mm - 4800mm long - MONUMENT MATT (GL229A) (** available from Brisbane only),40.69,,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,ANG-4800-50X50-SM,Aluminium ANGLE  - 50x50x3mm - 4800mm long - SURFMIST MATT (GA236A) (** available from Brisbane only),36.99,,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,ANG-4800-50X50-W,Aluminium ANGLE  - 50x50x3mm - 4800mm long - PEARL WHITE GLOSS (GA078A),40.69,39.06,37.03
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,ANG-4800-55X23-B,Aluminium ANGLE - 55x23x4.5mm - 4800mm long - BLACK SATIN (GN150A) (** available from Brisbane & Perth only),76.89,,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,ANG-4800-55X23-BS,Aluminium ANGLE - 55x23x4.5mm - 4800mm long - BASALT SATIN (GP108A) (** available from Brisbane & Perth only),76.89,,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,ANG-4800-55X23-D,Aluminium ANGLE - 55x23x4.5mm - 4800mm long - DUNE SATIN (GP152A) (** available from Brisbane & Perth only),76.89,,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,ANG-4800-55X23-G,Aluminium ANGLE - 55x23x4.5mm - 4800mm long - WOODLAND GREY MATT (GL205A) (** available from Brisbane & Perth only),76.89,,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,ANG-4800-55X23-MN,Aluminium ANGLE - 55x23x4.5mm - 4800mm long - MONUMENT MATT (GL229A) (** available from Brisbane & Perth only),76.89,,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,ANG-4800-55X23-P,Aluminium ANGLE - 55x23x4.5mm - 4800mm long - PRIMROSE (GD037A) (** available from Brisbane & Perth only),76.89,,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,ANG-4800-55X23-PB,Aluminium ANGLE - 55x23x4.5mm - 4800mm long - PAPERBARK (GU114A) (** available from Brisbane & Perth only),76.89,,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,ANG-4800-55X23-SM,Aluminium ANGLE - 55x23x4.5mm - 4800mm long - SURFMIST MATT (GA236A) (** available from Brisbane & Perth only),76.89,,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,ANG-4800-55X23-W,Aluminium ANGLE - 55x23x4.5mm - 4800mm long - PEARL WHITE GLOSS (GA078A) (** available from Brisbane & Perth only),76.89,,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,AW-5800-135-KWI,ALUMAWOOD  - 44x22mm  135 DEGREE ADAPTER - 5800mm long - KWILA,65.73,,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,AW-5800-135-WRC,ALUMAWOOD  - 44x22mm  135 DEGREE ADAPTER - 5800mm long - WESTERN RED CEDAR,65.73,,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,AW-5800-CSR-KWI,Alumawood - 40 x 13mm CENTRE SUPPORT RAIL - 5800mm long - KWILA Includes Snap on Concealed Fixing Cover,51.59,48.5,45.4
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,AW-5800-CSR-WRC,Alumawood - 40 x 13mm CENTRE SUPPORT RAIL - 5800mm long - WESTERN RED CEDAR Includes Snap on Concealed Fixing Cover,51.59,48.5,45.4
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,AWQS-5000-HORIZ-KWI,Alumawood QuickScreen - 32 x 32mm Horizontal Rail for Vertical Slat Screening - 5000mm long KWILA,57.73,54.27,50.81
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,AWQS-5000-HORIZ-WRC,Alumawood QuickScreen - 32 x 32mm Horizontal Rail for Vertical Slat Screening - 5000mm long - WESTERN RED CEDAR,57.73,54.27,50.81
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,AWQS-5800-CFC-KWI,Alumawood QuickScreen - Snap on CONCEALED FIXING COVER (suits QuickScreen side frame) - 5800mm long - KWILA,19.82,18.65,17.45
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,AWQS-5800-CFC-WRC,Alumawood QuickScreen - Snap on CONCEALED FIXING COVER (suits side frame or midrail) - 5800mm long - WESTERN RED CEDAR,19.82,18.65,17.45
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,AWQS-5800-F-KWI,Alumawood QuickScreen - 50 x 35mm F SECTION - 5800mm long - KWILA,42.11,40.02,37.9
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,AWQS-5800-F-WRC,Alumawood QuickScreen - 50 x 35mm F SECTION - 5800mm long - WESTERN RED CEDAR,42.11,40.02,37.9
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,AWQS-5800-SF-KWI,Alumawood QuickScreen - 27 x 26mm SIDE FRAME - 5800mm long - KWILA,35.21,33.11,30.99
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,AWQS-5800-SF-WRC,Alumawood QuickScreen - 27 x 26mm SIDE FRAME - 5800mm long - WESTERN RED CEDAR,35.21,33.11,30.99
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5000-HORIZ-B,QuickScreen - 32 x 32mm Horizontal Rail for Vertical Slat Screening - 5000mm long - BLACK SATIN (GN150A),40.87,38.4,35.95
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5000-HORIZ-BS,QuickScreen - 32 x 32mm Horizontal Rail for Vertical Slat Screening - 5000mm long - BASALT SATIN (GP108A),40.87,38.4,35.95
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5000-HORIZ-D,QuickScreen - 32 x 32mm Horizontal Rail for Vertical Slat Screening - 5000mm long - DUNE SATIN (GP152A),40.87,38.4,35.95
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5000-HORIZ-G,QuickScreen - 32 x 32mm Horizontal Rail for Vertical Slat Screening - 5000mm long - WOODLAND GREY MATT (GL205A),40.87,38.4,35.95
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5000-HORIZ-M,QuickScreen - 32 x 32mm Horizontal Rail for Vertical Slat Screening - 5000mm long - MILL,32.4,30.45,28.5
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5000-HORIZ-MN,QuickScreen - 32 x 32mm Horizontal Rail for Vertical Slat Screening - 5000mm long - MONUMENT MATT (GL229A),40.87,38.4,35.95
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5000-HORIZ-S,QuickScreen - 32 x 32mm Horizontal Rail for Vertical Slat Screening - 5000mm long - PALLADIUM SILVER PEARL (GY184C),40.87,38.4,35.95
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5000-HORIZ-SM,QuickScreen - 32 x 32mm Horizontal Rail for Vertical Slat Screening - 5000mm long - SURFMIST MATT (GA236A),40.87,38.4,35.95
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5000-HORIZ-W,QuickScreen - 32 x 32mm Horizontal Rail for Vertical Slat Screening - 5000mm long - PEARL WHITE GLOSS (GA078A),40.87,38.4,35.95
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-CFC-B,QuickScreen Snap on CONCEALED FIXING COVER (suits side frame) - 5800mm long - BLACK SATIN (GN150A),16.92,15.94,14.92
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-CFC-BS,QuickScreen Snap on CONCEALED FIXING COVER (suits side frame) - 5800mm long -  BASALT SATIN (GP108A),16.92,15.94,14.92
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-CFC-D,QuickScreen Snap on CONCEALED FIXING COVER (suits side frame) - 5800mm long -  DUNE SATIN (GP152A),16.92,15.94,14.92
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-CFC-G,QuickScreen Snap on CONCEALED FIXING COVER (suits side frame) - 5800mm long - WOODLAND GREY MATT (GL205A),16.92,15.94,14.92
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-CFC-M,QuickScreen Snap on CONCEALED FIXING COVER (suits side frame) - 5800mm long - MILL,12.54,11.77,11.02
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-CFC-MN,QuickScreen Snap on CONCEALED FIXING COVER (suits side frame) - 5800mm long - MONUMENT MATT (GL229A),16.92,15.94,14.92
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-CFC-P,"QuickScreen Snap on CONCEALED FIXING COVER (suits side frame) - 5800mm long - PRIMROSE (GD037A)  ** Available from Brisbane, Adelaide and Perth Depots **",16.92,15.94,14.92
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-CFC-PB,"QuickScreen Snap on CONCEALED FIXING COVER (suits side frame) - 5800mm long - PAPERBARK (GU114A)  ** Available from Brisbane, Adelaide and Perth Depots **",16.92,15.94,14.92
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-CFC-S,QuickScreen Snap on CONCEALED FIXING COVER (suits side frame) - 5800mm long - PALLADIUM SILVER PEARL (GY184C),16.92,15.94,14.92
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-CFC-SM,QuickScreen Snap on CONCEALED FIXING COVER (suits side frame) - 5800mm long - SURFMIST MATT (GA236A),16.92,15.94,14.92
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-CFC-W,QuickScreen Snap on CONCEALED FIXING COVER (suits side frame) - 5800mm long - PEARL WHITE GLOSS (GA078A),16.92,15.94,14.92
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-F-B,QuickScreen 50 x 35mm F SECTION - 5800mm long - BLACK SATIN (GN150A),36.89,34.68,32.47
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-F-BS,QuickScreen 50 x 35mm F SECTION - 5800mm long - BASALT SATIN (GP108A),36.89,34.68,32.47
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-F-D,QuickScreen 50 x 35mm F SECTION - 5800mm long -  DUNE SATIN (GP152A),36.89,34.68,32.47
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-F-G,QuickScreen 50 x 35mm F SECTION - 5800mm long - WOODLAND GREY MATT (GL205A),36.89,34.68,32.47
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-F-M,QuickScreen 50 x 35mm F SECTION - 5800mm long - MILL,25.5,23.97,22.43
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-F-MN,QuickScreen 50 x 35mm F SECTION - 5800mm long - MONUMENT MATT (GL229A),36.89,34.68,32.47
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-F-P,"QuickScreen - 50 x 35mm F SECTION - 5800mm long - PRIMROSE (GD037A)  ** Available from Brisbane, Adelaide and Perth Depots **",36.89,34.68,32.47
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-F-PB,"QuickScreen - 50 x 35mm F SECTION - 5800mm long - PAPERBARK (GU114A)  ** Available from Brisbane, Adelaide and Perth Depots **",36.89,34.68,32.47
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-F-S,QuickScreen 50 x 35mm F SECTION - 5800mm long - PALLADIUM SILVER PEARL (GY184C),36.89,34.68,32.47
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-F-SM,QuickScreen 50 x 35mm F SECTION - 5800mm long - SURFMIST MATT (GA236A),36.89,34.68,32.47
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-SF-B,QuickScreen SIDE FRAME - 5800mm long - BLACK SATIN (GN150A),24.35,23.16,21.8
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-SF-BS,QuickScreen SIDE FRAME - 5800mm long - BASALT SATIN (GP108A),24.35,23.16,21.8
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-SF-D,QuickScreen SIDE FRAME - 5800mm long - DUNE SATIN (GP152A),24.35,23.16,21.8
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-SF-G,QuickScreen SIDE FRAME - 5800mm long - WOODLAND GREY MATT (GL205A),24.35,23.16,21.8
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-SF-M,QuickScreen SIDE FRAME - 5800mm long - MILL,19.78,19.02,17.91
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-SF-MN,QuickScreen SIDE FRAME - 5800mm long - MONUMENT MATT (GL229A),24.35,23.16,21.8
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-SF-P,"QuickScreen SIDE FRAME - 5800mm long - PRIMROSE (GD037A)  ** Available from Brisbane, Adelaide and Perth Depots **",24.35,23.16,21.8
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-SF-PB,"QuickScreen SIDE FRAME - 5800mm long - PAPERBARK (GU114A)  ** Available from Brisbane, Adelaide and Perth Depots **",24.35,23.16,21.8
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-SF-S,QuickScreen SIDE FRAME - 5800mm long - PALLADIUM SILVER PEARL (GY184C),24.35,23.16,21.8
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-SF-SM,QuickScreen SIDE FRAME - 5800mm long - SURFMIST MATT (GA236A),24.35,23.16,21.8
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,QS-5800-SF-W,QuickScreen SIDE FRAME - 5800mm long - PEARL WHITE GLOSS (GA078A),24.35,23.16,21.8
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,U-4800-57X50-B,Aluminium U CHANNEL  - 57x50x3mm - 4800mm long - BLACK SATIN (GN150A) (** available from Brisbane only),60,,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,U-4800-57X50-BS,Aluminium U CHANNEL  - 57x50x3mm - 4800mm long - BASALT SATIN (GP108A) (** available from Brisbane only),60,,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,U-4800-57X50-D,Aluminium U CHANNEL  - 57x50x3mm - 4800mm long - DUNE SATIN (GP152A) (** available from Brisbane only),60,,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,U-4800-57X50-G,Aluminium U CHANNEL  - 57x50x3mm - 4800mm long - WOODLAND GREY MATT (GL205A) (** available from Brisbane only),60,,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,U-4800-57X50-M,Aluminium U CHANNEL  - 57x50x3mm - 4800mm long - MILL (** available from Brisbane only),60,,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,U-4800-57X50-MN,Aluminium U CHANNEL  - 57x50x3mm - 4800mm long - MONUMENT MATT (GL229A) (** available from Brisbane only),60,,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,U-4800-57X50-P,Aluminium U CHANNEL  - 57x50x3mm - 4800mm long - PRIMROSE (GD037A) (** available from Brisbane & Perth only),60,,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,U-4800-57X50-PB,Aluminium U CHANNEL  - 57x50x3mm - 4800mm long - PAPERBARK (GU114A) (** available from Brisbane & Perth only),60,,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,U-4800-57X50-SM,Aluminium U CHANNEL  - 57x50x3mm - 4800mm long - SURFMIST MATT (GA236A) (** available from Brisbane only ; also used with MOVE shutter system),60,,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,U-4800-57X50-W,Aluminium U CHANNEL  - 57x50x3mm - 4800mm long - PEARL WHITE GLOSS (GA078A) (** available from Brisbane only; also used with MOVE shutter system)),60,,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,XBAT-6100-045X045-B,XPRESS Batten - 45 x 45mm Aluminium BATTEN front - 6100mm long - BLACK SATIN (GN150A),75.24,72.27,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,XBAT-6100-045X045-G,XPRESS Batten - 45 x 45mm Aluminium BATTEN front - 6100mm long - WOODLAND GREY MATT (GL205A) ** DISCONTINUED LINE -  only while stocks last - check for stock availability **,75.99,72.53,69.48
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,XBAT-6100-045X045-M,XPRESS Batten - 45 x 45mm Aluminium BATTEN front - 6100mm long - MILL,61.88,59.4,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,XBAT-6100-045X045-MN,XPRESS Batten - 45 x 45mm Aluminium BATTEN front - 6100mm long - MONUMENT MATT (GL229A),75.24,72.27,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,XBAT-6100-045X045-W,XPRESS Batten - 45 x 45mm Aluminium BATTEN front - 6100mm long - PEARL WHITE GLOSS (GA078A),75.24,72.27,
SCREENING-VERTICAL/QUICKSCREEN EXTRUSION,XP-4000-COVER-B,XPRESS Screening - 4000mm - FLAT COVER 25x7mm - BLACK SATIN (GN150A) (mates with 45x45mm open back rail),9.98,,
